id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
cb8ab75a-a6ac-4d54-bad5-9bb7b1dfdb12-5295000,cb8ab75a-a6ac-4d54-bad5-9bb7b1dfdb12,Estate City,12.585416,55.68473,EPSG4326,Dronningens Tværgade,38,2,1302,København K,82,5295000,3,171,condo,DELEVENLIG 3V’ER MED SYDVENDT ALTAN I PRINSESSEGÅRDEN,"Smukke, arkitektoniske Prinsessegården - en drøm, som altid vil bestå, hvor Kay Fiskers tanker om, hvad funktionalismen skulle kunne, stadig tårner sig op som en af København mest eftertragtede ejendomme. Den ene veludnyttede lejlighed efter den anden byder sig til, og her skal vi se nærmere på en rigtig fin og spændende 3V'er i den fredede bygning, som både er delevenlig og perfekt til det unge par med fremtidsplaner.Lejligheden ligger på anden sal og kan nås med opgangens elevator, så man også kan ånde lettet op over selve indflytningen, som med et trylleslag er blevet gjort en tand mere overskuelig. Turen ind i lejligheden starter i den fine entré med pæne gulve og indbyggede skabe, der afspejler ejendommens originale tanker. Herfra kan det fine køkken nås, hvor der også er tidløse elementer i klassisk stil og rigtig fin plads til at opstille et lille spisebord, hvor en nybagt bolle og en kop friskbrygget kaffe bare smager dét bedre.Hjemmets stue åbner sig op i den sydlige ende af boligen, og her fungerer altanen som en naturlig forlængelse, så selv det mest pludselige solstrejf kan fanges på næsetippen. I sig selv er stuen både voluminøs og indretningsvenlig, hvor zonen ved siden af altanen er som en karnap genial til et større spisearrangement. Dertil kommer også to rigtig gode værelser i hver sin ende, som både kan agere soverum for de to kammerater, der har et ønske om at bo sammen, ligesom også børneværelse, hjemmekontor eller hobbyrum kan tage form. Lejligheden rundes af af badeværelset, der er helt efter bogen for Prinsessegårdens standarder med det pæne terrazzogulv og det indmurede badekar.Som beboer i Prinsessegården kan man foruden suveræne parkeringsmuligheder se frem til en hverdag i Københavns inderste hjerte. Men er havnet i smørhullet mellem Marmorkirken og Kgs. Have i gåafstand fra Kgs. Nytorv og de hyggelige smågader omkring Nyboder. Området mangler ikke restauranter, for de fleste verdenskøkkener er repræsenteret lige om hjørnet, ligesom der er kort til metro, kultur og shopping.Velkommen hjem.",2022-08-21
d076d969-8bfd-417e-a1a0-6a262b03288d-8000000,d076d969-8bfd-417e-a1a0-6a262b03288d,home København City,12.599198,55.679512,EPSG4326,Trangravsvej,37,8,1436,København K,71,8000000,2,171,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Først",2022-08-21
353df293-9ddb-4866-9e50-c28cc8061f50-6495000,353df293-9ddb-4866-9e50-c28cc8061f50,home Amager - Kastrupvej,12.625552,55.665386,EPSG4326,Strandlodsvej,23D,3,2300,København S,113,6495000,4,171,condo,PENTHOUSE LEJLIGHED I TO PLAN MED SOLRIG PRIVAT TAGTERRASSE OG TO STORE ALTANER,"LEJLIGHEDEN: Nu kan I blive de heldige indehavere af en moderne lejlighed med både tagterrasse og flere store altaner, så I har rig mulighed for at nyde tilværelsen under åben himmel. Boligen er i to plan og fremtræder helt indflytningsklar med i alt tre gode værelser og en stue, der ligger i åben forbindelse med køkkenet. Her kan I forberede dagens måltider i stilfulde omgivelser, og der er installeret alt i hårde hvidevarer, så hverdagen bliver så komfortabel som muligt. Fra entreen har I adga",2022-08-21
84d9afff-ddc0-4843-826d-206cf9d876bd-22000000,84d9afff-ddc0-4843-826d-206cf9d876bd,Ejendomsmægler Camilla Thouber ApS,12.588922,55.69505,EPSG4326,Trondhjemsgade,15,2,2100,København Ø,242,22000000,5,172,condo,Liebhaveri i særklasse. Nyrenoveret herskabslejlighed med godkendelse til altan på indre Østerbro. Sjældent udbudt topbeliggende arkitektonisk perle.,"På 2. etage gemmer sig en smuk herskabslejlighed, der i 2021-2022 er renoveret fra A-Z af Poliform Copenhagen.De herskabelige detaljer og den autentiske charme er smukt bevaret, kombineret med et unikt internationalt minimalistisk touch, hvor design og kvalitet mødes kompromisløst.Lejligheden har herskabelige højloftede rum, smukke stuklofter, dekorative rosetter, fyldningsdøre, paneler, pejs, radiatorskjulere m.v. De 14 store originale vinduespartier med håndtrukket glas, giver naturligvis et fantastisk lysindfald. Lejligheden er gennemgribende renoveret i Poliform's gennemførte design med et væld af custommade detaljer. Toptjekket, total indflytningsklar og har ikke været beboet.Lejligheden rummer 242 m2 boligareal, der indeholder:Entré med af smukke indbyggede skabe fra Poliform.Køkkenalrummet i den ovale stue udgør lejlighedens centrum med specialdesignet og -tilpasset køkken fra Poliform. Køkkenet er udført i mørkt solid wood, dobbelt køkkenø med integreret spiseplads, marmor bordplader, bordemfang, qooker med qooler, isvand, danskvand, kalkfri vand, samt alle luksus hvidvarer fra Gagganau. Herunder køle-fryseskab, vinskab, ovn, varmeskuffe, kaffemaskine og opvaskemaskine. Der er lys i alle skuffer og skabe, ligesom i resten af lejligheden, samt masser af custommade detaljer til opbevaring og optimal funktionalitet.3 stuer en suite i folængelse af køkkenalrummet. Den store stue (oprindeligt 2 stuer) har en flot udsigt, fantastisk lysindfald, plads til det store spisebord og den cozy stue. Endvidere smuk stue (i det gamle herreværelse) med pejs og tv, hvilket nemt kan anvendes til stue såvel som værelse.Masterafdelingen emmer af luksus, spa og hotel vibe. Stort master bedroom med indbyggede garderobeskabe. Stort master bathroom med tjekket badekar, specialintegreret bruseløsninger, flotte armaturer, bademøbel med dobbeltvask, indbyggede skabe fra Poliform, seperat toilet, gulvvarme, m.v. Fliser i travertin på gulv og vægge med smuk sanitet fra italienske Antonio Lupi og hele molevitten. Altsammen med et udsøgt og kvalitetsbevidst design- og materialevalg.Endnu et stort værelse med indbyggede garderobeskabe og tilhørende badeværelse i samme røde tråd.Bryggers med Gaggenau vaskesøjle og direkte adgang til bagtrappe.Ejendommen, der er opført i 1907, fremstår flot, velholdt og præsentabel i sin byggestil med elegante udskæringer og detaljer. Stort og præsentabelt indgangsparti, opgang med smukt trappeløb og fine balustre. Flotte, massive hoveddøre med fine detaljer. Messing dørtelefon. Godkendelse til etablering af vestvendt altan.På begge sider langs det fantastiske udsyn fra lejligheden pryder de øvrige ejendomme gaden. Der er kun én lejlighed på hver etage i denne ejendom. Til lejligheden hører 2 store loftrum og 1 kælderrum.Bagved ejendommen finder I et gårdmiljø. Ejerforeningen er meget veldrevet, hvilket afspejler sig i de lave fællesudgifter til ejerforeningen.Topbeliggende på en af Østerbros absolut bedste, mest celebre og mondæne adresser, hvor ejendommene pryder gadebilledet. Trondhjemsgade ligger få skridt fra rekreative områder som Østre Anlæg, Kastellet, gåafstand til København Centrum, Strøget, restaurant- og cafemiljø, samt få skridt fra indkøbs- og transportmuligheder på Østerport, der gør det muligt at være overalt i København og Kastrup Lufthavn på under 20 minutter.Velkommen til Trondhjemsgade!",2022-08-21
1f5e58b6-c520-43af-867b-e63c0a080efe-3845000,1f5e58b6-c520-43af-867b-e63c0a080efe,Estate Sydhavnen v/Maria B. Krolack,12.55112,55.646748,EPSG4326,Ben Websters Vej,14,3,2450,København SV,52,3845000,2,172,condo,Eminent panorama vue over og til vandet!,"OMRÅDET:Sluseholmen er svøbt ind i Københavns Havneløb og den hollandske inspiration er ikke til at tage fejl af!  De anlagte kanaler tegner det overordnede princip på Sluseholmen. Vandet er det afgørende element; hvor broer og vandtrapper giver mulighed for at komme tæt på vandoverfladen for at dyppe tæerne - og vi vil vove den påstand at dette maritime giver dig ekstra livsglæde og mange sene timer med venner og familie langs vandet! Sluseholmen har havnebus, børneinstitution, Irma, kaffebar, yoga studios og sund take-away. Herudover har Sluseholmen sit eget havnebad med flere forskellige bassiner og vippe. Ren luksus og livsglæde i enestående omgivelser, ganske enkelt.EJENDOMMEN: EF Birkholm i en yderst veldrevet ejerforening. Ejerforeningen huser boliger på adresserne Ernie Wilkins Vej 3-7 og Ben Websters Vej 12-36  og ligger placeret helt ud Københavns Havneløb. Du har som medlem af foreningen mulighed for at melde dig ind i kajaklauget. Under ejendommen er parkeringskælderen, hvor du har mulighed for at leje en p-plads. Fra opgangen og hen til Havnebussen er der 2 minutters gang,  ligesom du kan tage dit badetøj og spadsere over til Havnebadet på maksimalt 5 minutter.INDRETNING:Det er en helt igennem optimalt indrettet lille livsnyder-lejlighed. Gangen har et smukt vue til havnen og et meget flot lysindfald. Badeværelset er med lyse klinker og er overraskende stort. Lejligheden har et magisk vue mod og over vandet, og i horisonten er Teglholmen og Piers. Stuen og køkkenet er i et åbent rum og der er skabt et soveværelse, som i indretningen med flotte trælameller skaber en dejlig afslappende hotel stemning. Der er masser af skabsplads og endnu en hygge krog.",2022-08-21
b28327d7-c3a3-41a4-8cb0-1bf90cc62556-3995000,b28327d7-c3a3-41a4-8cb0-1bf90cc62556,danbolig Brønshøj,12.466796,55.713818,EPSG4326,Hf. Rosenvang,5,,2700,Brønshøj,100,3995000,3,173,villa,REN IDYL I SKØNNE HF. ROSENVANG,"Velkommen til Hf. Rosenvang 105. Her har du nu muligheden for, at købe en indflytningsklar villa med Vestvolden som baghave. Hf. Rosenvang er en idyllisk enklave af nye somældre huse, hvor der er et helt unikt fællesskab. Vi glæder os til at byde jer velkommen indenfor. INDRETNING: Du bliver budt velkommen af en rummelig entré med plads til sko og overtøj. Herfra er der adgang til husets alrum, et toilet og et badeværelse. På toilettet er der god plads. Det er udført i en lys klinke, stort badem",2022-08-21
fc9f10c0-f468-4a47-920f-fe6cc973ee47-1845000,fc9f10c0-f468-4a47-920f-fe6cc973ee47,home Brønshøj,12.489963,55.706364,EPSG4326,Kabbelejevej,1,0,2700,Brønshøj,58,1845000,2,173,condo,2 VÆR - BRØNSHØJ,"OMRÅDET:Beliggende på stille sidegade til Frederikssundsvej med kort afstand til alt i indkøb, offentlig transport og mange små caféer og restauranter. Derudover er børnepasning og skole meget tæt på. For enden af vejen finder man de grønne naturskønne områder ved Utterslev Mose som i stor stil anvendes af løbere samt familier der går ture og blot nyder denne skønne oase midt i byen. EJENDOMMEN:Pæn og velholdt murstens ejendom fra 1938 der drives af en yderst velfungerende ejerforening og ejendo",2022-08-21
ea392e9f-e437-4c0f-8e27-9b1feb1f4255-3195000,ea392e9f-e437-4c0f-8e27-9b1feb1f4255,"EDC Poul Erik Bech, Østerbro og Nordhavn",12.56222,55.70965,EPSG4326,Lyngbyvej,32E,1,2100,København Ø,98,3195000,3,173,condo,"Køkkenalrum, stort bad, perfekt delelejlighed","Åbent hus med tilmeldingskrav 28/8 - klik på billede - Velkommen til dit nye hjem, som byder på et skønt lysindfald, store vestvendte panoramavinduer. Ejerforeningen har privat parkering og lejligheden en helt optimal planløsning med åbent alrum og 2 meget reelle soveværelser.Lejligheden ligger tilbagetrukket fra Lyngbyvej i den kendte ejendom ’Magistrenes hus’, som netop er blevet flot og gennemgribende facaderenoveret, efterisoleret og vinduerne udskiftet til lyd- og energivenlige termoruder. Adgang til ejendommen sker med elevator, hvilket er ret unikt og gør lejligheden anvendelig for alle. Lejligheden har en praktisk fordelingsentré med god plads, indbyggede skabe og separat adgang til alle rum. Lejlighedens hjerte er den store alrumsstue, som er i delvist åben forbindelse med køkkenet. Her er alt i hvidevarer og rigtig god skabs- og bordplads. Alrummet har god plads til spisebord, hvor hele familien kan samles, såvel som plads til et stort sofaarrangement. Herfra giver det store, vestvendte vinduesparti, og de franske altandøre, et skønt lysindfald. Du får herudover to meget reelle soveværelser, som begge er roligt beliggende mod gården, ligeledes med store vinduespartier og formiddagssol. Til sidst byder lejligheden også på stort badeværelse med badekar og vaskemaskine. Alt i alt en meget moderne lejlighed med en helt optimal planløsning, hvad end du søger delelejlighed, er et par, en familie, en enlig, ung som gammel. Ejendommen er beliggende meget centralt på Østerbro nær Østerbrogades talrige cafeer og forretninger – og morgenkaffen hentes fx hos Designcafeen få hundrede meter væk og aftensmåltidet hos nyetablerede Hahnemanns Køkken. Der er rigtig gode indkøbsmuligheder lige ved døren, bl.a. en utroligt lækker Irma, Meny, Netto, samt Føtex. Ønsker du at gå eller løbe en tur i skønne omgivelser, har du Fælledparkens grønne arealer få minutter væk. Ligeledes kort afstand til Kildevældsparken samt badestranden ved Svanemøllen. Der er nem adgang ind til byen eller nordpå via den nyopførte metro ved Vibenhus Runddel med S-tog fra Ryparken eller via busforbindelser få skridt fra ejendommen. Derudover er der både daginstitutioner, skole og Københavns universitet indenfor få km.Hovedejendommen er fra 1972 og er med elevator, fjernvarme, affaldsskakt og mange gode fællesfaciliteter såsom gode parkeringsmuligheder samt brugsret til eget kælderrum. Ejendommen har for nyligt været igennem en større facaderenovering, hvor facaden er blevet efterisoleret og vinduerne udskiftet til lyd- og energivenlige termoruder. Der hører også en hyggelig gård med cykelparkering til – der er endvidere overvejelser om en yderligere forskønnelse af gården. Når du køber en bolig gennem EDC, har du mulighed for at få en gratis flytteforsikring. Ønsker du denne, skal du sende en mail med ""Ja tak"" til flytteforsikring@gjensidige.dk ",2022-08-21
10371d18-bec3-4a6b-b81c-fe641db21bb3-7500000,10371d18-bec3-4a6b-b81c-fe641db21bb3,danbolig Rødovre,12.489156,55.69625,EPSG4326,Havdrupvej,113,,2700,Brønshøj,191,7500000,7,173,villa,Skøn rummelig og centralt beliggende villa.,"Stor 2 plans villa med central beliggenhedDen skønne 151 kvm villa ligger virkelig centralt, tæt på både naturen i Damhusengen & Utterslev mose, indkøb, offentlig transport og Vanløse st. såvel som motorvejsnet og byen tæt på, og også tæt på både skole og Bellahøj hallerne og svømmehal. Boligen ligger på stille vej og har en dejlig stor og lukket have. Huset har stueetage, førstesal samt disponibel og beboet kælder m. egen indgang.Stor og funktionel villa m. lukket haveHuset, som ligger på en li",2022-08-21
20fbf3a9-7a58-41b7-bfd5-9c2b346400bb-8995000,20fbf3a9-7a58-41b7-bfd5-9c2b346400bb,Claus Borg & Heilesen,12.564086,55.66107,EPSG4326,Havneholmen,82,4,1561,København V,80,8995000,2,173,condo,"HAVNEHOLMEN MED ENESTÅENDE GIGANTISK TAGTERRASSE, ELEVATOR  OG 2 PARKERINGSPLADSER","Eftertragtet liebhaverejerlejlighed beliggende i det prisbelønnede og eftertragtede byggeri Havneholmen med en fuldstændig enestående panoramaudsigt over Københavns Havn, Bryggebroen og Islandsbrygge.Fornem opgang med elevator fører op til lejligheden og ned til parkeringskælderen, hvor der følger 2 private parkeringsplads med - den ene med el-oplader.Lejligheden er beliggende på 4. sal og er særdeles velbeliggende i ejendommen med et fantastisk lysindfald og ejendommens eneste og gigantiske tagterrasse på ca. 140 m²  med den mest fantastiske udsigt til Københavns Havn.Boligen indeholder 80 m² velindrettet bolig med bl.a. imponerende alrum med åbent køkken i forlængelse til stuen, hvorfra der er udgang til altan og med udsigt mod syd og udgang til den imponerende tagterrasse mod Københavns Kanal.Soveværelse med direkte adgang til moderne badeværelse med vaskefaciliteter. Ejerforeningen Havneholmen er velfungerende, og til ejendommen knytter sig foruden en videoovervåget parkeringskælder også aflåst cykelparkering, kajakklub med tilhørende opbevaringsplads til kajakkerne samt et stort fabelagtigt fællesrum.Havneholmen er ét af Københavns mest attraktive nyere beboelsesområder mellem himmel og hav. Den eftertragtede beliggenhed ved vandet samt kort afstand til indre by og Københavns mange muligheder gør Havneholmen til et enestående sted at bosætte sig.Som medlem af ejerforeningen er det muligt at leje en bådplads i ejerforeningens bådlaug (hvis der er ledige pladser).Se mere på ejerforeningens hjemmeside: https://www.ef-havneholmen.dk/",2022-08-21
